"country","industry","user_type","user_count","time_used"
"Canada","Energy","ML Engineer","4","34"
"Croatia","Manufacturing","Student","4","45"
"Lesotho","Manufacturing","Freelancer","4","39"
"Argentina","Media","Freelancer","4","25"
"Comoros","Transportation","Lawyer","4","25"
"Trinidad and Tobago","Education","Student","4","31"
"Bolivia","Agriculture","DevOps Engineer","4","21"
"Kyrgyzstan","Education","Startup Founder","4","37"
"Finland","Education","Cybersecurity Analyst","4","34"
"Syria","Tech","Senior Developer","4","39"
"Monaco","Energy","Content Creator","4","27"
"Brunei","Transportation","Data Analyst","4","42"
"Myanmar","Media","Researcher","4","13"
"Bolivia","Transportation","Senior Developer","4","26"
"Guinea","Manufacturing","DevOps Engineer","4","18"
"Mozambique","Finance","Product Manager","4","31"
"Mauritius","Government","DevOps Engineer","4","29"
"Haiti","Media","Startup Founder","4","29"
"Egypt","Tech","Content Creator","4","18"
"Mexico","Government","ML Engineer","4","37"
"Samoa","Legal","Government Worker","4","31"
"Panama","Finance","Junior Dev","4","27"
"Ghana","Energy","Data Analyst","4","36"
"Paraguay","Retail","Freelancer","4","34"
"Germany","Retail","ML Engineer","4","33"
"Cape Verde","Energy","Designer","4","35"
"Mexico","Education","Content Creator","4","27"
"Sudan","Manufacturing","Business Owner","4","23"
"Estonia","Manufacturing","Junior Dev","4","23"
"Vietnam","Agriculture","ML Engineer","4","38"
"Madagascar","Legal","Teacher","4","28"
"Benin","Education","Content Creator","4","39"
"Haiti","Transportation","Designer","4","26"
"Estonia","Government","Cybersecurity Analyst","4","31"
"Micronesia","Tech","Student","4","24"
"France","Agriculture","Content Creator","4","51"
"Morocco","Government","Designer","4","39"
"Croatia","Tech","Designer","4","40"
"Czech Republic","Healthcare","Cybersecurity Analyst","4","28"
"North Korea","Manufacturing","Doctor","4","40"
"Mauritius","Tech","Senior Developer","4","26"
"Gabon","Government","Cybersecurity Analyst","4","18"
"Zimbabwe","Agriculture","Cybersecurity Analyst","4","19"
"Madagascar","Media","Content Creator","4","29"
"Estonia","Media","Non-Tech User","4","26"
"Angola","Tech","Teacher","4","53"
"Italy","Legal","Doctor","4","24"
"Switzerland","Energy","ML Engineer","4","12"
"Iran","Transportation","Senior Developer","4","37"
"Lithuania","Tech","Researcher","4","38"
"Gabon","Transportation","Cybersecurity Analyst","4","30"
"Greece","Legal","Content Creator","4","42"
"Saudi Arabia","Tech","Designer","4","45"
"Kuwait","Agriculture","ML Engineer","4","35"
"Montenegro","Finance","Cybersecurity Analyst","4","26"
"Costa Rica","Legal","Non-Tech User","4","37"
"Bulgaria","Tech","Marketer","4","28"
"Egypt","Legal","Cybersecurity Analyst","4","33"
"Sweden","Education","Freelancer","4","31"
"Austria","Finance","Teacher","4","27"
"San Marino","Media","Designer","4","15"
"Albania","Media","Freelancer","4","45"
"Micronesia","Media","Content Creator","4","31"
"Honduras","Manufacturing","ML Engineer","4","46"
"Gabon","Retail","Junior Dev","4","15"
"Central African Republic","Healthcare","Researcher","4","36"
"Guinea-Bissau","Education","Content Creator","4","32"
"Syria","Retail","Lawyer","4","39"
"Thailand","Manufacturing","Researcher","4","30"
"Bulgaria","Energy","Government Worker","4","30"
"Iceland","Media","Senior Developer","4","25"
"Colombia","Education","Marketer","4","34"
"Niger","Energy","Cybersecurity Analyst","4","36"
"Venezuela","Legal","Teacher","4","34"
"Serbia","Legal","Lawyer","4","28"
"Kosovo","Finance","Government Worker","4","34"
"Bangladesh","Government","Content Creator","4","46"
"North Korea","Healthcare","Marketer","4","27"
"Nicaragua","Healthcare","Designer","4","25"
"Jamaica","Agriculture","Designer","4","32"
"Angola","Government","Government Worker","4","35"
"Fiji","Government","Non-Tech User","4","37"
"Kuwait","Retail","DevOps Engineer","4","19"
"Marshall Islands","Legal","Teacher","4","41"
"Malaysia","Energy","Non-Tech User","4","33"
"Bosnia and Herzegovina","Finance","Senior Developer","4","28"
"Andorra","Transportation","Content Creator","4","26"
"Azerbaijan","Energy","Marketer","4","40"
"Canada","Legal","Junior Dev","4","33"
"France","Retail","Designer","4","19"
"Kyrgyzstan","Tech","Researcher","4","37"
"Bangladesh","Retail","Freelancer","4","31"
"Mauritius","Media","Product Manager","4","48"
"Nigeria","Tech","Junior Dev","4","25"
"Oman","Finance","Lawyer","4","30"
"South Africa","Healthcare","Government Worker","4","37"
"Nicaragua","Media","Designer","4","23"
"Zimbabwe","Finance","Startup Founder","4","39"
"Maldives","Energy","Doctor","4","32"
"Croatia","Transportation","DevOps Engineer","4","11"
"Bulgaria","Agriculture","Content Creator","4","26"
"Chad","Healthcare","Marketer","4","16"
"Timor-Leste","Tech","Data Analyst","4","26"
"Cuba","Tech","Junior Dev","4","20"
"Germany","Retail","Student","4","46"
"Denmark","Healthcare","Non-Tech User","4","50"
"Libya","Education","Freelancer","4","35"
"Belarus","Retail","ML Engineer","4","32"
"Switzerland","Legal","Marketer","4","18"
"Comoros","Manufacturing","Cybersecurity Analyst","4","35"
"Czech Republic","Tech","Researcher","4","27"
"Bhutan","Tech","Designer","4","26"
"Bangladesh","Energy","Junior Dev","4","40"
"Ghana","Manufacturing","Product Manager","4","37"
"Indonesia","Retail","Data Analyst","4","31"
"Ivory Coast","Finance","Non-Tech User","4","31"
"New Zealand","Education","Doctor","4","36"
"Samoa","Government","Product Manager","4","45"
"Ukraine","Healthcare","Designer","4","21"
"Latvia","Agriculture","Doctor","4","30"
"Uganda","Finance","Senior Developer","4","21"
"Ecuador","Finance","Junior Dev","4","16"
"Trinidad and Tobago","Finance","Researcher","4","31"
"Andorra","Retail","Non-Tech User","4","29"
"Azerbaijan","Transportation","Product Manager","4","40"
"Senegal","Legal","Non-Tech User","4","18"
"Yemen","Agriculture","Startup Founder","4","27"
"Nigeria","Education","Marketer","4","26"
"Sierra Leone","Legal","Freelancer","4","23"
"Tunisia","Manufacturing","Researcher","4","41"
"Austria","Education","Non-Tech User","4","36"
"Latvia","Agriculture","Lawyer","4","27"
"Micronesia","Education","Government Worker","4","27"
"Niger","Healthcare","Non-Tech User","4","30"
"Papua New Guinea","Media","Teacher","4","29"
"Bosnia and Herzegovina","Tech","Junior Dev","4","33"
"Kiribati","Manufacturing","ML Engineer","4","22"
"Georgia","Finance","Junior Dev","4","41"
"Argentina","Education","Lawyer","4","20"
"Togo","Healthcare","Cybersecurity Analyst","4","16"
"Spain","Energy","Non-Tech User","4","21"
"Nigeria","Healthcare","Teacher","4","28"
"Netherlands","Finance","Data Analyst","4","27"
"Poland","Tech","Data Analyst","4","36"
"Sudan","Government","ML Engineer","4","34"
"Thailand","Retail","Student","4","30"
"Guinea-Bissau","Media","Product Manager","4","39"
"UK","Transportation","Product Manager","4","27"
"Kazakhstan","Retail","Lawyer","4","39"
"Panama","Education","DevOps Engineer","4","15"
"Spain","Government","Junior Dev","4","27"
"Sri Lanka","Finance","Government Worker","4","38"
"Libya","Agriculture","Product Manager","4","40"
"Colombia","Agriculture","Government Worker","4","33"
"Eswatini","Energy","Doctor","4","27"
"Ivory Coast","Transportation","Content Creator","4","24"
"Iran","Manufacturing","Student","4","32"
"Serbia","Manufacturing","Content Creator","4","38"
"Lebanon","Legal","Cybersecurity Analyst","4","31"
"New Zealand","Manufacturing","Freelancer","4","26"
"DR Congo","Finance","Business Owner","4","40"
"Portugal","Education","Cybersecurity Analyst","4","51"
"Cape Verde","Finance","Business Owner","4","14"
"Belgium","Retail","Non-Tech User","4","44"
"Switzerland","Education","Data Analyst","4","31"
"Monaco","Tech","Designer","4","24"
"Namibia","Energy","Designer","4","46"
"Senegal","Finance","Lawyer","4","44"
"Kosovo","Healthcare","Designer","4","36"
"Sri Lanka","Manufacturing","Product Manager","4","34"
"Sudan","Media","DevOps Engineer","4","17"
"Cyprus","Manufacturing","Freelancer","4","15"
"Tanzania","Transportation","Junior Dev","4","33"
"Malaysia","Energy","Senior Developer","4","33"
"North Macedonia","Transportation","Lawyer","4","22"
"Brunei","Tech","Non-Tech User","4","24"
"Chile","Media","Content Creator","4","23"
"Switzerland","Media","Product Manager","4","25"
"Indonesia","Energy","Data Analyst","4","21"
"Jamaica","Healthcare","Doctor","4","35"
"Brunei","Legal","Content Creator","4","30"
"Algeria","Energy","Marketer","4","36"
"Zambia","Energy","Doctor","4","39"
"Qatar","Energy","Business Owner","4","31"
"India","Media","Senior Developer","4","20"
"San Marino","Finance","Product Manager","4","29"
"Kenya","Energy","Student","4","20"
"Cuba","Media","Non-Tech User","4","32"
"Ukraine","Healthcare","Doctor","4","36"
"Guinea-Bissau","Media","Junior Dev","4","34"
"France","Tech","Lawyer","4","29"
"Sri Lanka","Transportation","Doctor","4","36"
"Japan","Agriculture","Designer","4","32"
"Angola","Retail","Lawyer","4","36"
"North Macedonia","Agriculture","Doctor","4","37"
"Slovakia","Government","Marketer","4","22"
"Iraq","Energy","Teacher","4","35"
"Namibia","Agriculture","Freelancer","4","34"
"Zambia","Transportation","Freelancer","4","37"
"Tonga","Tech","Freelancer","4","27"
"New Zealand","Legal","Marketer","4","37"
"Brunei","Healthcare","ML Engineer","4","31"
"Iraq","Tech","Business Owner","4","32"
"Chad","Government","Researcher","4","19"
"Mozambique","Healthcare","DevOps Engineer","4","28"
"Mali","Education","Lawyer","4","26"
"UAE","Media","Data Analyst","4","31"
"Papua New Guinea","Energy","DevOps Engineer","4","21"
"DR Congo","Retail","Senior Developer","4","36"
"Saudi Arabia","Government","Teacher","4","37"
"Paraguay","Government","Teacher","4","31"
"Myanmar","Healthcare","ML Engineer","4","22"
"Israel","Legal","Doctor","4","28"
"Bangladesh","Energy","Non-Tech User","4","27"
"Togo","Healthcare","Lawyer","4","24"
"Sri Lanka","Agriculture","Doctor","4","47"
"Tajikistan","Retail","Lawyer","4","40"
"Cameroon","Energy","Government Worker","4","44"
"Bangladesh","Media","Lawyer","4","24"
"UK","Energy","Startup Founder","4","25"
"San Marino","Media","Researcher","4","35"
"Syria","Transportation","Freelancer","4","32"
"Finland","Finance","Non-Tech User","4","37"
"Andorra","Healthcare","Startup Founder","4","20"
"Italy","Retail","Government Worker","4","29"
"Poland","Legal","Government Worker","4","29"
"Italy","Finance","Freelancer","4","28"
"Sri Lanka","Finance","Doctor","4","41"
"Kenya","Retail","ML Engineer","4","28"
"South Africa","Legal","Startup Founder","4","35"
"Eswatini","Tech","ML Engineer","4","41"
"Bulgaria","Legal","Startup Founder","4","25"
"Japan","Transportation","Non-Tech User","4","34"
"Spain","Energy","Government Worker","4","17"
"Afghanistan","Finance","Student","4","31"
"Lesotho","Retail","Product Manager","4","24"
"Lesotho","Legal","Freelancer","4","45"
"Central African Republic","Retail","Government Worker","4","26"
"Greece","Retail","Business Owner","4","39"
"Eritrea","Finance","Freelancer","4","30"
"Luxembourg","Transportation","Cybersecurity Analyst","4","20"
"Singapore","Energy","Content Creator","4","22"
"Algeria","Education","Startup Founder","4","20"
"Hungary","Agriculture","Freelancer","4","37"
"Portugal","Education","Junior Dev","4","30"
"Philippines","Agriculture","Marketer","4","29"
"Namibia","Media","Lawyer","4","32"
"Azerbaijan","Media","Lawyer","4","37"
"Marshall Islands","Healthcare","ML Engineer","4","22"
"Turkey","Healthcare","Freelancer","4","19"
"Tajikistan","Media","Marketer","4","49"
"Canada","Manufacturing","Lawyer","4","11"
"Timor-Leste","Manufacturing","Designer","4","38"
"Bangladesh","Energy","Marketer","4","27"
"Paraguay","Transportation","Senior Developer","4","36"
"Niger","Healthcare","Teacher","4","36"
"El Salvador","Finance","Cybersecurity Analyst","4","32"
"Seychelles","Energy","ML Engineer","4","39"
"Laos","Retail","Non-Tech User","4","24"
"Switzerland","Government","Senior Developer","4","35"
"Monaco","Manufacturing","Business Owner","4","33"
"Algeria","Education","Marketer","4","25"
"Eritrea","Healthcare","Cybersecurity Analyst","4","31"
"Bulgaria","Tech","Researcher","4","38"
"Zambia","Energy","Cybersecurity Analyst","4","22"
"South Africa","Government","Junior Dev","4","22"
"Serbia","Education","Doctor","4","41"
"Yemen","Media","Researcher","4","32"
"Ethiopia","Tech","Cybersecurity Analyst","4","31"
"Sweden","Transportation","Researcher","4","40"
"Burundi","Retail","Non-Tech User","4","46"
"Namibia","Agriculture","Startup Founder","4","23"
"Hungary","Healthcare","Cybersecurity Analyst","4","31"
"Burkina Faso","Transportation","Marketer","4","29"
"Eritrea","Finance","Startup Founder","4","36"
"Kuwait","Media","ML Engineer","4","23"
"Central African Republic","Media","Lawyer","4","29"
"Guatemala","Energy","Content Creator","4","18"
"Iran","Transportation","Non-Tech User","4","48"
"Tunisia","Energy","Cybersecurity Analyst","4","25"
"Bhutan","Healthcare","Startup Founder","4","31"
"Cyprus","Legal","Designer","4","26"
"Venezuela","Energy","Teacher","4","32"
"Eritrea","Media","Startup Founder","4","26"
"El Salvador","Tech","Marketer","4","34"
"Colombia","Finance","ML Engineer","4","35"
"Canada","Transportation","Student","4","41"
"Dominican Republic","Healthcare","Freelancer","4","34"
"Austria","Agriculture","Startup Founder","4","28"
"Burundi","Energy","Non-Tech User","4","26"
"Ethiopia","Agriculture","Business Owner","4","24"
"Central African Republic","Healthcare","Government Worker","4","26"
"Timor-Leste","Transportation","Business Owner","4","40"
"India","Retail","Designer","4","24"
"Belarus","Energy","Content Creator","4","25"
"Bosnia and Herzegovina","Tech","Government Worker","4","44"
"Tanzania","Agriculture","Business Owner","4","33"
"Lithuania","Government","Government Worker","4","33"
"Bangladesh","Energy","Researcher","4","39"
"Guinea","Media","Business Owner","4","44"
"New Zealand","Healthcare","Researcher","4","25"
"Brunei","Healthcare","Designer","4","20"
"Hungary","Manufacturing","Cybersecurity Analyst","4","24"
"Syria","Education","Non-Tech User","4","48"
"Solomon Islands","Manufacturing","ML Engineer","4","38"
"Tanzania","Agriculture","Student","4","16"
"Serbia","Finance","Doctor","4","32"
"Cape Verde","Media","Researcher","4","25"
"Norway","Media","Senior Developer","4","30"
"Somalia","Manufacturing","Business Owner","4","30"
"Mexico","Education","ML Engineer","4","36"
"Argentina","Transportation","Product Manager","4","25"
"Serbia","Education","Product Manager","4","22"
"Chile","Manufacturing","Freelancer","4","22"
"Seychelles","Manufacturing","Doctor","4","31"
"Laos","Energy","Cybersecurity Analyst","4","40"
"Chile","Retail","Non-Tech User","4","27"
"Estonia","Tech","Doctor","4","28"
"Kazakhstan","Transportation","Data Analyst","4","33"
"Uganda","Agriculture","Student","4","30"
"Croatia","Healthcare","Doctor","4","44"
"Gambia","Energy","Doctor","4","21"
"Eritrea","Media","Data Analyst","4","26"
"Botswana","Finance","Marketer","4","46"
"Namibia","Transportation","DevOps Engineer","4","24"
"Papua New Guinea","Energy","Designer","4","36"
"Lithuania","Legal","Freelancer","4","25"
"Pakistan","Energy","Startup Founder","4","44"
"Brunei","Government","Government Worker","4","30"
"Sweden","Agriculture","Startup Founder","4","26"
"Kiribati","Healthcare","Government Worker","4","12"
"Bulgaria","Tech","ML Engineer","4","35"
"Laos","Manufacturing","Teacher","4","34"
"Niger","Tech","Marketer","4","22"
"Philippines","Manufacturing","Data Analyst","4","25"
"Philippines","Healthcare","Startup Founder","4","26"
"Guinea-Bissau","Energy","Business Owner","4","32"
"Benin","Agriculture","Doctor","4","31"
"Sweden","Legal","Designer","4","19"
"Belgium","Energy","Junior Dev","4","30"
"Qatar","Education","Senior Developer","4","20"
"Romania","Agriculture","ML Engineer","4","12"
"Moldova","Retail","Junior Dev","4","37"
"Brazil","Education","Doctor","4","40"
"Iceland","Government","Business Owner","4","39"
"Ecuador","Energy","Business Owner","4","43"
"San Marino","Manufacturing","Doctor","4","19"
"Palau","Legal","Business Owner","4","29"
"Argentina","Tech","Startup Founder","4","43"
"Cameroon","Finance","Product Manager","4","37"
"Iran","Transportation","Junior Dev","4","21"
"Pakistan","Energy","Teacher","4","28"
